target,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,NumberOfTime30-59DaysPastDueNotWorse_is_anomaly,NumberOfTime60-89DaysPastDueNotWorse_is_anomaly,NumberOfTimes90DaysLate_is_anomaly,MonthlyIncome_is_null,Total_Times_PastDue,utilization_per_line,Income_per_Dependent,log_MonthlyIncome,log_DebtRatio
1,0.454971915,46,1,0.016921775,13000.0,10,0,0,0,1.0,0,0,0,0,1,0.041361083181818185,6500.0,9.472781556562168,0.016780196703997878
1,0.401199782,64,0,0.351258937,3216.0,4,0,1,0,0.0,0,0,0,0,0,0.0802399564,3216.0,8.076204527239026,0.3010367038254501
1,0.541108804,43,0,2477.0,6000.0,3,0,1,0,2.0,0,0,0,1,0,0.135277201,2000.0,8.699681400989514,7.815207062189088
1,0.655569945,35,0,0.261609907,5813.0,10,0,0,0,2.0,0,0,0,0,0,0.059597267727272724,1937.6666666666667,8.668024081118821,0.23238860936255532
1,0.651603452,58,0,0.241135663,7783.0,11,0,1,0,0.0,0,0,0,0,0,0.05430028766666667,7783.0,8.959825623865841,0.21602681773364768
1,0.027399502,69,0,0.00803428,5600.0,3,0,0,0,0.0,0,0,0,0,0,0.0068498755,5600.0,8.630700432209832,0.008002177007428047
1,0.101155821,72,0,1720.0,4968.0,12,0,2,0,0.0,0,0,0,1,0,0.007781217000000001,4968.0,8.51097389160232,7.450660796211539
1,0.009788862,46,0,1.051397656,3326.0,6,0,2,0,2.0,0,0,0,0,0,0.0013984088571428572,1108.6666666666667,8.109826276018477,0.7185213442562223
1,0.337520702,60,0,0.549877805,4500.0,10,0,2,0,0.0,0,0,0,0,0,0.030683700181818183,4500.0,8.412054873292933,0.43817609233960425
1,0.0,67,0,0.540983607,3720.0,2,0,1,0,0.0,0,0,0,0,0,0.0,3720.0,8.221747728346623,0.4324209183839267
1,0.750873672,55,2,0.316416365,7723.0,17,0,1,0,1.0,0,0,0,0,2,0.041715204,3861.5,8.952087643548404,0.2749131696414986
1,0.006799093,27,1,0.681045752,764.0,3,0,0,0,0.0,0,0,0,0,1,0.00169977325,764.0,6.639875833826536,0.5194160711887582
1,0.004264079,31,0,0.111444278,2000.0,6,1,0,0,2.0,0,0,0,0,1,0.0006091541428571428,666.6666666666666,7.601402334583733,0.10566032091173957
1,0.26948375,64,0,0.16106176,9455.0,13,0,1,0,3.0,0,0,0,0,0,0.019248839285714286,2363.75,9.15440473964588,0.1493348968220254
1,0.265898391,36,0,0.262611807,8384.0,6,0,2,0,1.0,0,0,0,0,0,0.03798548442857143,4192.0,9.034199674257309,0.23318243824617252
1,0.142013011,67,0,1824.0,4968.0,7,0,2,0,0.0,0,0,0,1,0,0.017751626375,4968.0,8.51097389160232,7.509335266016592
1,0.827708197,56,0,0.369590815,6793.0,15,1,1,0,0.0,0,0,0,0,1,0.0517317623125,6793.0,8.82379514872053,0.3145120200452362
1,0.059668871,31,0,3162.0,0.0,11,0,2,0,1.0,0,0,0,0,0,0.004972405916666666,0.0,0.0,8.059276223305648
0,0.13306279,49,1,0.182881653,10257.0,9,0,2,0,3.0,0,0,0,0,1,0.013306278999999999,2564.25,9.235813167949214,0.16795354026244097
1,0.234218112,36,0,0.116614347,8600.0,19,0,0,0,3.0,0,0,0,0,0,0.0117109056,2150.0,9.059633754551479,0.11030120263837317
1,0.122295933,29,0,0.694646949,4800.0,5,0,1,0,0.0,0,0,0,0,0,0.0203826555,4800.0,8.476579508530941,0.5274744294615903
1,0.460376317,37,0,0.074155949,4975.0,6,0,0,0,0.0,0,0,0,0,0,0.06576804528571428,4975.0,8.512381634419015,0.07153518945622003
1,0.335558577,69,0,0.270448637,15000.0,14,0,2,0,1.0,0,0,0,0,0,0.022370571800000003,7500.0,9.61587214452889,0.2393700955700817
1,0.270522569,41,0,2.797698945,1042.0,11,0,2,0,2.0,0,0,0,0,0,0.022543547416666667,347.3333333333333,6.949856455000773,1.3343953425289958
1,0.183316667,52,0,0.111131623,10833.0,14,0,2,0,1.0,0,0,0,0,0,0.012221111133333332,5416.5,9.290444616217844,0.10537897618742967
1,0.074861676,66,0,0.208842479,4500.0,3,0,1,0,0.0,0,0,0,0,0,0.018715419,4500.0,8.412054873292933,0.18966327282155357
1,0.017258977,53,0,2.604510673,12414.0,13,0,1,0,2.0,0,0,0,0,0,0.0012327840714285716,4138.0,9.426660697942268,1.2821860258790585
1,0.054497069,56,0,0.492021814,4950.0,18,0,2,0,0.0,0,0,0,0,0,0.0028682667894736843,4950.0,8.507344855361422,0.4001321223181202
1,0.029164236,31,0,0.395031809,3300.0,10,0,1,0,0.0,0,0,0,0,0,0.002651294181818182,3300.0,8.101980731853192,0.3329172171639015
1,0.0,58,0,0.316144874,4886.0,9,0,1,0,1.0,0,0,0,0,0,0.0,2443.0,8.494333897270154,0.27470691347017734
1,0.360509632,58,1,3282.0,6166.0,8,0,2,0,0.0,0,0,0,1,1,0.04005662577777778,6166.0,8.726967774991493,8.096512917501594
1,0.003749688,64,0,0.004061231,3200.0,5,0,0,1,0.0,0,0,0,0,1,0.0006249480000000001,3200.0,8.071218539969863,0.0040530064616956475
0,0.734477501,45,0,0.591477634,4716.0,13,0,2,0,2.0,0,0,0,0,0,0.05246267864285714,1572.0,8.458928283284262,0.4646629142325265
1,0.080564168,60,0,0.487288997,4916.0,15,0,2,0,0.0,0,0,0,0,0,0.0050352605,4916.0,8.50045386741194,0.3969549976195752
1,0.039387786,51,0,6186.010000000009,0.0,7,0,0,0,0.0,0,0,0,0,0,0.00492347325,0.0,0.0,9.64646400103814
1,0.023767433,83,0,0.123797734,10500.0,13,0,0,0,0.0,0,0,0,0,0,0.0016976737857142858,10500.0,9.259225769705994,0.11671378332090779
1,0.784835658,52,0,2662.0,6325.0,10,0,2,1,0.0,0,0,0,1,1,0.07134869618181817,6325.0,8.752423403865594,7.887208585813932
1,0.888822236,34,0,0.368403802,3050.0,4,0,0,0,1.0,0,0,0,0,0,0.1777644472,1525.0,8.02322468471667,0.31364495254481317
1,0.791173628,44,0,0.51241535,3100.0,5,0,1,0,0.0,0,0,0,0,0,0.13186227133333334,3100.0,8.03947991910045,0.413707942414503
1,0.24535301,37,0,0.288417167,6500.0,11,1,1,1,0.0,0,0,0,0,2,0.020446084166666666,6500.0,8.77971129020447,0.2534144626643138
1,0.542242704,48,2,10.0,6000.0,2,0,0,0,0.0,0,0,0,1,2,0.180747568,6000.0,8.699681400989514,2.3978952727983707
1,0.010531379,57,0,0.280664917,5714.0,6,0,1,0,0.0,0,0,0,0,0,0.0015044827142857143,5714.0,8.65084957622891,0.2473794094618092
1,0.363199686,32,0,0.480523957,2900.0,4,0,1,0,0.0,0,0,0,0,0,0.0726399372,2900.0,7.972810784121404,0.3923960501239599
1,0.032617977,75,0,0.006799093,7500.0,4,0,0,0,0.0,0,0,0,0,0,0.0065235954,7500.0,8.922791623969637,0.006776083404561548
1,0.013024674,61,0,15.0,6166.0,4,0,0,0,0.0,0,0,0,1,0,0.0026049348,6166.0,8.726967774991493,2.772588722239781
1,0.019387779,34,0,0.32591852,4000.0,9,0,1,0,0.0,0,0,0,0,0,0.0019387779000000001,4000.0,8.294299608857235,0.2821054419118664
1,0.634485057,52,0,0.138238573,2690.0,2,0,0,0,0.0,0,0,0,0,0,0.211495019,2690.0,7.897668150726906,0.12948195608726024
1,0.888008615,44,0,0.299246282,4908.0,8,0,0,0,1.0,0,0,0,0,0,0.09866762388888889,2454.0,8.498825534058053,0.26178431325136714
1,0.003108849,57,0,0.258939285,8333.0,7,0,1,0,0.0,0,0,0,0,0,0.000388606125,8333.0,9.0280988119824,0.23026952911778528
1,0.114830941,46,0,0.026235802,6250.0,6,0,0,0,3.0,0,0,0,0,0,0.016404420142857142,1562.5,8.740496729931813,0.025897546853232322
1,0.018886792,80,0,0.003478779,10060.0,5,0,0,0,0.0,0,0,0,0,0,0.0031477986666666666,10060.0,9.21642184229205,0.0034727420451045555
1,0.635415157,32,0,0.519493502,3000.0,4,0,1,0,1.0,0,0,0,0,0,0.1270830314,1500.0,8.006700845440367,0.41837705695885413
1,0.9999999,62,0,0.664221287,8314.0,8,0,3,0,0.0,0,0,0,0,0,0.1111111,8314.0,9.025816391627028,0.5093573185332604
1,0.041257909,61,0,4739.0,6166.0,11,0,4,0,0.0,0,0,0,1,0,0.0034381590833333334,6166.0,8.726967774991493,8.463792414689122
1,0.096737158,47,0,0.009748781,8000.0,2,0,0,0,2.0,0,0,0,0,0,0.03224571933333333,2666.6666666666665,8.987321812850125,0.009701568231144238
1,0.31844615,58,0,1.382629108,3833.0,26,0,4,0,0.0,0,0,0,0,0,0.011794301851851851,3833.0,8.251663923605589,0.868204545214399
1,0.186987534,52,0,0.023993145,3500.0,4,0,0,0,0.0,0,0,0,0,0,0.0373975068,3500.0,8.160803920954665,0.023709832258971376
1,0.006541851,68,0,0.108089191,10000.0,10,0,2,0,1.0,0,0,0,0,0,0.0005947137272727273,5000.0,9.210440366976517,0.10263708237777766
1,0.180972181,39,1,0.384441575,3097.0,7,0,1,0,3.0,0,0,0,0,1,0.022621522625,774.25,8.038512020976814,0.32529686338851604
1,0.00750765,74,0,7.0,4968.0,4,0,0,0,0.0,0,0,0,1,0,0.00150153,4968.0,8.51097389160232,2.0794415416798357
1,0.06790706,46,0,0.149103029,10200.0,6,0,2,0,0.0,0,0,0,0,0,0.009701008571428572,10200.0,9.23024103368252,0.138981663253958
1,0.033461782,44,0,1.243362832,4067.0,5,0,2,0,1.0,0,0,0,0,0,0.005576963666666667,2033.5,8.31090675716845,0.8079760043820137
1,0.007520592,68,0,269.0,4968.0,4,0,0,0,0.0,0,0,0,1,0,0.0015041184000000002,4968.0,8.51097389160232,5.598421958998375
1,0.015271802,68,0,0.12290366,8168.0,6,0,0,0,0.0,0,0,0,0,0,0.002181686,8168.0,9.00810178134187,0.11591788400862352
1,0.51712072,31,0,0.123752495,500.0,3,0,0,0,0.0,0,0,0,0,0,0.12928018,500.0,6.2166061010848646,0.1166735270459446
1,0.317975796,34,0,0.297933792,4500.0,11,0,2,0,0.0,0,0,0,0,0,0.026497983,4500.0,8.412054873292933,0.2607736092768008
1,0.297594642,67,0,0.239507959,4145.0,13,0,0,0,0.0,0,0,0,0,0,0.021256760142857146,4145.0,8.329899292995725,0.21471449361004818
1,0.444837661,58,0,0.366545247,14000.0,9,0,2,1,4.0,0,0,0,0,1,0.0444837661,2800.0,9.546884034617925,0.31228583743678423
1,0.277956679,39,0,4090.0,4000.0,9,0,2,0,0.0,0,0,0,1,0,0.027795667899999998,4000.0,8.294299608857235,8.316544717929398
1,0.003722015,58,0,0.63332301,3228.0,5,0,1,0,0.0,0,0,0,0,0,0.0006203358333333333,3228.0,8.079927770758275,0.49061659602033414
1,0.0,61,0,0.2226598,3300.0,14,0,1,0,0.0,0,0,0,0,0,0.0,3300.0,8.101980731853192,0.20102864957075253
1,0.0,59,0,0.218854341,19167.0,13,0,2,0,0.0,0,0,0,0,0,0.0,19167.0,9.860997500915175,0.1979113527935303
1,0.151912549,36,0,0.266394467,12000.0,22,0,2,0,0.0,0,0,0,0,0,0.006604893434782609,12000.0,9.392745258631441,0.23617386049742034
1,0.0,59,0,0.351699622,4500.0,12,0,1,0,0.0,0,0,0,0,0,0.0,4500.0,8.412054873292933,0.30136277985975507
1,0.175727593,43,1,994.0,6000.0,4,0,1,0,0.0,0,0,0,1,1,0.035145518599999995,6000.0,8.699681400989514,6.902742737158593
1,0.011498563,77,0,0.001998002,1000.0,1,0,0,0,0.0,0,0,0,0,0,0.0057492815,1000.0,6.90875477931522,0.001996008648708964
1,0.0,48,0,0.517468688,4550.0,7,0,2,0,0.0,0,0,0,0,0,0.0,4550.0,8.423102268016642,0.4170436098012366
1,0.163037489,81,0,0.086482558,2751.0,7,0,0,0,1.0,0,0,0,0,0,0.020379686125,1375.5,7.920083199053234,0.08294546720306974
1,0.047311582,51,0,0.100920343,3150.0,5,0,0,0,0.0,0,0,0,0,0,0.007885263666666666,3150.0,8.055475141757274,0.09614650544107124
1,0.083880003,53,0,0.199647533,7943.0,8,0,1,0,0.0,0,0,0,0,0,0.009320000333333333,7943.0,8.980172205725008,0.1820277911490525
1,0.089478348,56,0,1.065901518,2700.0,11,0,1,0,2.0,0,0,0,0,0,0.007456529,900.0,7.901377353792616,0.725566701603888
1,0.773519223,63,0,1.129227053,4139.0,12,0,1,0,1.0,0,0,0,0,0,0.059501478692307694,2069.5,8.32845106681936,0.7557590279468136
1,0.093962275,55,0,0.112051635,9450.0,6,0,2,0,0.0,0,0,0,0,0,0.013423182142857143,9450.0,9.153875834995056,0.10620662910286745
1,0.21955042,54,0,0.315983758,5417.0,20,0,2,0,1.0,0,0,0,0,0,0.010454781904761904,2708.5,8.59748202264504,0.27458449088167425
1,0.147996253,55,0,0.323088235,6799.0,5,0,1,0,0.0,0,0,0,0,0,0.024666042166666666,6799.0,8.824677891164198,0.2799685760306244
1,0.576518559,72,0,3031.0,4968.0,11,0,1,0,0.0,0,0,0,1,0,0.04804321325,4968.0,8.51097389160232,8.016977746762262
1,0.243872021,53,0,0.534027778,8639.0,22,0,2,0,3.0,0,0,0,0,0,0.010603131347826087,2159.75,9.064157861798101,0.4278968109949328
1,0.362483818,27,0,567.0,4000.0,4,0,0,0,0.0,0,0,0,1,0,0.0724967636,4000.0,8.294299608857235,6.342121418721152
1,0.116676791,31,0,0.343593791,3800.0,7,0,1,0,0.0,0,0,0,0,0,0.014584598875,3800.0,8.24301946898925,0.295347957578309
1,0.9999999,38,0,0.43369976,5821.0,7,0,1,0,4.0,0,0,0,0,0,0.1249999875,1164.2,8.669399124305569,0.3602583478710337
1,0.496911825,40,0,0.452363811,12500.0,11,0,2,0,2.0,0,0,0,0,0,0.04140931875,4166.666666666667,9.433563920090563,0.37319244355800063
1,0.130902106,48,1,0.427882174,3937.0,17,0,1,0,0.0,0,0,0,0,1,0.007272339222222222,3937.0,8.278428259199071,0.35619234930867416
1,0.54699881,50,0,0.748071979,3500.0,9,0,2,0,3.0,0,0,0,0,0,0.05469988099999999,875.0,8.160803920954665,0.5585134543031767
1,0.072277109,34,0,0.025911708,2083.0,2,0,0,0,0.0,0,0,0,0,0,0.02409236966666667,2083.0,7.642044402873258,0.02558168846477322
1,0.0,48,2,0.370876375,3000.0,14,0,1,0,5.0,0,0,0,0,2,0.0,500.0,8.006700845440367,0.31545022510675996
1,0.175932019,57,1,0.655812625,3500.0,9,0,1,0,1.0,0,0,0,0,1,0.0175932019,1750.0,8.160803920954665,0.5042919004066301
1,0.050789842,30,0,0.315171207,4000.0,4,0,1,0,1.0,0,0,0,0,0,0.0101579684,2000.0,8.294299608857235,0.27396685259229986
1,0.0,28,0,0.144616356,3166.0,7,0,0,0,0.0,0,0,0,0,0,0.0,3166.0,8.06054004653864,0.13506952059896293
1,0.21286031,36,0,0.563752087,9583.0,10,0,2,0,1.0,0,0,0,0,0,0.019350937272727273,4791.5,9.16785032035523,0.4470881174104034
1,0.012682366,60,0,0.412979783,6825.0,20,0,2,0,0.0,0,0,0,0,0,0.0006039221904761905,6825.0,8.828494129466652,0.3457007957444057
1,0.121557062,58,0,0.342971419,12000.0,23,0,2,0,4.0,0,0,0,0,0,0.005064877583333333,2400.0,9.392745258631441,0.29488463585522784
1,0.040795358,49,0,0.801999355,3100.0,11,0,1,0,0.0,0,0,0,0,0,0.0033996131666666663,3100.0,8.03947991910045,0.588896801250455
1,0.147712223,40,0,0.034847816,6800.0,6,0,0,0,3.0,0,0,0,0,0,0.021101746142857144,1700.0,8.824824939175638,0.03425437822507336
1,0.0,63,0,2.0,6166.0,4,0,0,0,0.0,0,0,0,1,0,0.0,6166.0,8.726967774991493,1.0986122886681098
1,0.0,50,1,0.726566993,3477.0,5,0,1,0,1.0,0,0,0,0,1,0.0,1738.5,8.154212694914229,0.5461350398752928
1,0.070771911,38,0,2088.0,4000.0,6,0,1,0,0.0,0,0,0,1,0,0.010110273000000001,4000.0,8.294299608857235,7.644440761556566
0,1.046279103,47,1,1.104301274,5416.0,6,0,2,0,1.0,0,0,0,0,1,0.1494684432857143,2708.0,8.597297435657898,0.7439834756892403
1,0.323719804,63,0,0.610841267,5146.0,9,0,2,0,2.0,0,0,0,0,0,0.0323719804,1715.3333333333333,8.546169299652755,0.4767565686141094
1,0.36459777,42,0,0.593899089,6916.0,7,0,3,0,0.0,0,0,0,0,0,0.04557472125,6916.0,8.841737428600585,0.466183271588657
1,0.637736406,54,2,3.382196162,1875.0,9,0,2,0,0.0,0,0,0,0,2,0.0637736406,1875.0,7.53689712956617,1.477550005575259
1,0.081379827,63,0,1268.0,6166.0,8,0,1,0,0.0,0,0,0,1,0,0.009042203,6166.0,8.726967774991493,7.1459844677143876
1,0.020966389,29,0,639.5,1.0,3,0,1,0,2.0,0,0,0,0,0,0.00524159725,0.3333333333333333,0.6931471805599453,6.4622491213367885
1,0.170103002,36,0,0.138461538,7734.0,8,0,0,0,0.0,0,0,0,0,0,0.018900333555555555,7734.0,8.953510763007166,0.12967782290312724
1,0.771845631,33,0,0.852429514,5000.0,7,0,3,0,0.0,0,0,0,0,0,0.096480703875,5000.0,8.517393171418904,0.6164980283414117
1,0.05538241,72,0,0.089091313,4500.0,4,0,0,0,0.0,0,0,0,0,0,0.011076482,4500.0,8.412054873292933,0.08534369075697751
1,0.9999999,29,0,974.0,4000.0,2,0,0,0,0.0,0,0,0,1,0,0.3333333,4000.0,8.294299608857235,6.882437470997847
1,0.16653274,53,0,0.543625949,7506.0,11,0,3,0,3.0,0,0,0,0,0,0.013877728333333334,1876.5,8.923591197573002,0.4341341612422829
1,0.008632035,79,0,0.365151154,4200.0,9,0,1,0,0.0,0,0,0,0,0,0.0008632035,4200.0,8.343077871169383,0.31126515803733223
1,0.13527952,58,0,0.342005076,9455.0,11,0,2,0,2.0,0,0,0,0,0,0.011273293333333332,3151.6666666666665,9.15440473964588,0.29416482095664376
1,0.167571389,69,0,0.330733853,5000.0,10,0,1,0,1.0,0,0,0,0,0,0.015233762636363635,2500.0,8.517393171418904,0.2857305592379567
1,0.9999999,69,0,0.005319149,2255.0,0,1,0,0,3.0,0,0,0,0,1,0.9999999,563.75,7.721348612617949,0.005305052293185237
1,0.068335151,75,0,0.010927876,10065.0,9,0,0,0,0.0,0,0,0,0,0,0.0068335151,10065.0,9.216918687336305,0.010868598225516318
1,0.0,41,0,0.907538526,2400.0,6,0,1,0,0.0,0,0,0,0,0,0.0,2400.0,7.783640596221253,0.6458136810891608
0,0.946963874,35,0,1593.0,4000.0,6,0,1,0,1.0,0,0,0,1,0,0.13528055342857143,2000.0,8.294299608857235,7.374001859350161
